episode,longitude,latitude,altitude,timestamp,mode
0,2.066052964562,41.2771486086187,1220.0,1459535613.0,1
0,2.0651475004862654,41.27401728056842,1367.8672079886855,1459535618.0,1
0,2.0646092180127718,41.270624676984184,1498.9550054041356,1459535623.0,1
0,2.0644072024272675,41.267027780513,1615.5088798251345,1459535628.0,1
0,2.064316766676174,41.26330333004553,1722.9153288042799,1459535633.0,1
0,2.06409803981608,41.25952852971114,1826.735516345274,1459535638.0,1
0,2.063593706355156,41.255762794854625,1930.982974757755,1459535643.0,1
0,2.062721606436322,41.252043883383834,2038.1940608018704,1459535648.0,1
0,2.061445995262827,41.24839177135393,2149.9512142650165,1459535653.0,1
0,2.0597605742207894,41.24481342602713,2267.269458815539,1459535658.0,1
0,2.057681668767595,41.24130605444974,2390.8285757064696,1459535663.0,1
0,2.0552447872405692,41.237858696045556,2521.1278953043093,1459535668.0,1
0,2.0525004221639165,41.23445269026006,2658.586258344365,1459535673.0,1
0,2.0495073194460196,41.23106169410118,2803.5549316971046,1459535678.0,1
0,2.0463230434201956,41.22765217192244,2956.2164849704677,1459535683.0,1
0,2.042993644614398,41.22418595166749,3116.4321707791532,1459535688.0,1
0,2.0395456816408792,41.220627126373024,3283.692378242422,1459535693.0,1
0,2.0359821116587082,41.21695440793148,3457.256959028593,1459535698.0,1
0,2.032280909497298,41.213174919350266,3636.3867201823414,1459535703.0,1
0,2.028396935395627,41.20932918304217,3820.5207762856553,1459535708.0,1
0,2.0242691985362065,41.20548012682438,4009.3667678302663,1459535713.0,1
0,2.019830995166877,41.20169403637912,4202.943543486615,1459535718.0,1
0,2.015016900906638,41.1980306832094,4401.620061872469,1459535723.0,1
0,2.0097642189296283,41.19455412525617,4606.214022847471,1459535728.0,1
0,2.004011815127074,41.19136345909606,4818.184298803866,1459535733.0,1
0,1.9977104774309624,41.18860097184045,5039.512747372739,1459535738.0,1
0,1.990865763092493,41.18635434138577,5271.444150044146,1459535743.0,1
0,1.9835650869658688,41.18457440118916,5513.51651151236,1459535748.0,1
0,1.9759373112835048,41.183158790444814,5764.459493974826,1459535753.0,1
0,1.9681073563338702,41.182021777374686,6022.878852995022,1459535758.0,1
0,1.960173242350567,41.18109581719834,6287.17723598691,1459535763.0,1
0,1.9521938842901232,41.180320771687484,6555.299735223454,1459535768.0,1
0,1.9441804883206797,41.179640839481,6824.456628298009,1459535773.0,1
0,1.93610326804798,41.17900613691869,7091.293997672607,1459535778.0,1
0,1.927941274605912,41.178369149584405,7353.4306860651595,1459535783.0,1
0,1.9197316109372307,41.17768030204594,7611.020597144816,1459535788.0,1
0,1.91153437265609,41.17689632408239,7865.687775180573,1459535793.0,1
0,1.9033771552586445,41.17599139061714,8118.653274514083,1459535798.0,1
0,1.8952533750483416,41.17496104794165,8370.238861061263,1459535803.0,1
0,1.887151127227829,41.17382229640853,8620.183249336476,1459535808.0,1
0,1.8790727851377538,41.172610331050635,8867.983557334457,1459535813.0,1
0,1.871030910576128,41.171370853492114,9113.05223359366,1459535818.0,1
0,1.8630316762177448,41.1701507952934,9354.74463945366,1459535823.0,1
0,1.8550604205213266,41.16899092683386,9592.312040560611,1459535828.0,1
0,1.8470734136917164,41.16792092829382,9824.658408527459,1459535833.0,1
0,1.8389965822981993,41.1669554410901,10049.19032362609,1459535838.0,1
0,1.8307398132044708,41.16608874107606,10257.554966852933,1459535843.0,1
